1	-37.618
2	0.47882
3	-0.59716
4	-3.3748
5	-0.027384
6	0.9755
7	-3.0998
8	1.1602
9	0.63946
10	0.8016
11	-0.14522
12	1.0632
13	-2.2025
14	-0.02328
15	0.39676
16	0.39228
17	1.2486
18	0.44497
19	-1.3836
20	1.1467
21	0.73693
22	1.3265
23	1.0158
24	0.35551
25	-0.54835
26	0.44402
27	1.2762
28	0.26929
29	-2.095
30	1.1831
31	0.33306
32	0.16512
33	1.2831
34	0.078625
35	1.1153
36	-0.23891
37	-2.219
38	0.74115
39	0.91857
40	0.99544
41	-2.4639
42	-2.8845
43	1.0907
44	0.52178
45	1.2166
46	1.875
47	1.0741
48	1.1497
49	0.51388
50	0.53246
51	0.21654
52	1.8628
53	-0.11551
54	0.26537
55	-0.091146
56	-4.8877
57	0.3699
58	0.87332
59	-1.7866
60	0.1854
61	-1.486
62	1.1552
63	0.93264
64	0.76119
65	0.74325
66	-0.2093
67	-3.1633
68	0.6209
69	0.706
70	-1.4152
71	1.4813
72	-1.4752
73	0.86481
74	-0.86623
75	-0.81642
76	1.3424
77	0.97702
78	1.234
79	1.0055
80	-3.5078
81	0.45763
82	0.38877
83	-2.0333
84	0.95266
85	1.1533
86	-0.075133
87	-0.9623
88	0.60999
89	1.1773
90	0.94433
91	-3.1527
92	0.066104
93	0.65291
94	0.636
95	-4.7079
96	0.38358
97	0.81827
98	0.72846
99	0.38712
100	0.80226
101	0.30146
102	0.69806
103	-2.0206
104	0.4822
105	-3.0814
106	0.79161
107	1.0051
108	0.80595
109	1.2044
110	0.98773
111	1.2535
112	0.99809
113	0.36202
114	0.99025
115	-0.039616
116	0.22103
117	0.24943
118	0.16024
119	1.3275
120	1.1376
121	0.17944
122	1.7905
123	2.9937
124	-0.87579
125	-0.67001
126	-1.2082
127	2.0977
128	3.3083
129	-0.85015
130	3.4207
131	-4.208
132	-1.398
133	3.4795
134	3.4639
135	-1.4544
136	2.2674
137	0.88079
138	1.9427
139	-1.45
140	1.3821
141	2.3622
142	-3.7905
143	1.7437
144	-6.4858
145	1.7687
146	0.32409
147	1.5255
148	2.3977
149	2.4458
150	-2.6959
151	2.4553
152	-1.0148
153	-2.1587
154	1.6257
155	2.4798
156	-1.9683
157	-0.58073
158	2.0308
159	0.46127
160	2.4346
161	-1.9146
162	-1.6506
163	2.1465
164	-2.5377
165	2.5038
166	2.48
167	-0.40618
168	-2.3694
169	0.89965
170	-1.5312
171	1.773
172	0.016758
173	1.8697
174	1.3279
175	-0.74338
176	0.019605
177	0.0053936
178	-0.054267
179	0.015675
180	-0.77482
181	0.019078
182	0.0042217
183	0.0086809
184	0.016836
185	1.9336
186	0.02601
187	-0.12108
188	0.01865
189	0.0032997
190	0.010079
191	0.014502
